Root.organism.name,text
PARALYTIC SHELLFISH POISONING,"Paralytic shellfish poisoning (PSP) is one of the four recognized syndromes of shellfish poisoning, which share some common features and are primarily associated with bivalve mollusks (such as mussels, clams, oysters and scallops). These shellfish are filter feeders and, therefore, accumulate neurotoxins, called saxitoxin, produced by microscopic algae, such as dinoflagellates, diatoms, and cyanobacteria.[1] Dinoflagellates of the genus Alexandrium (genus) are the most numerous and widespread saxitoxin producers and are responsible for PSP blooms in subarctic, temperate, and tropical locations.[2] The majority of toxic blooms have been caused by the morphospecies Alexandrium catenella, Alexandrium tamarense, and Alexandrium fundyense,[3] which together comprise the A. tamarense species complex.[4] In Asia, PSP is mostly associated with the occurrence of the species Pyrodinium bahamense.[5] Human toxicity and mortality can occur after ingestion of these animals, but toxicity is also seen in wild animal populations.
Also some pufferfish, including Chamaeleon puffer, contain saxitoxin, making their consumption hazardous.[6]"
PARAMYXOVIRUSES,"Paramyxoviridae (from Greek para-, beyond, -myxo-, mucus or slime, plus virus, from Latin poison, slime) is a family of viruses in the order Mononegavirales. Human, vertebrates, and birds serve as natural hosts. There are currently 36 species in this family, divided among 18 genera. Diseases associated with this negative-sense single-stranded RNA virus family include: measles, mumps, respiratory tract infections.[1][2][3]"
PARECHOVIRUS,"Parechovirus is a genus of viruses in the order Picornavirales, in the family Picornaviridae. Bank voles and humans serve as natural hosts. There are currently only two species in this genus including the type species Parechovirus A, also called human parechoviruses and Parechovirus B, more commonly known as the Ljungan virus.[1] Diseases associated with this genus include: human parechoviruses: mild, gastrointestinal or respiratory illness, have been implicated in cases of myocarditis and encephalitis; Ljungan virus: may be a zoonotic virus associated with diabetes and intrauterine fetal death in human. [2][3]"
PARVIMONAS,No entry
PARVOVIRUS B19,"Primate erythroparvovirus 1, generally referred to as B19 virus, parvovirus B19[1] or sometimes erythrovirus B19,[2] was the first (and until 2005 the only) known human virus in the family Parvoviridae, genus Erythroparvovirus; it measures only 23-26 nm in diameter.[3] The name is derived from Latin, parvum meaning small, reflecting the fact that B19 ranks among the smallest DNA viruses. B19 virus is most known for causing disease in the pediatric population; however, it can also affect adults. It is the classic cause of the childhood rash called fifth disease or erythema infectiosum, or ""slapped cheek syndrome."" [4][5]
The virus was discovered by chance in 1975 by Australian virologist Yvonne Cossart.[5][6] It gained its name because it was discovered in well B19 of a large series of microtiter plates labelled in this way.[5][7]"
PASTEURELLA,"Pasteurella is a genus of Gram-negative, facultatively anaerobic bacteria.[1][2] Pasteurella species are nonmotile and pleomorphic. Most species are catalase- and oxidase-positive.[3] The genus is named after the French chemist and microbiologist, Louis Pasteur, who first identified the bacteria now known as Pasteurella multocida as the agent of chicken cholera."
PEDIOCOCCUS,"Pediococcus is a genus of Gram-positive lactic acid bacteria, placed within the family of Lactobacillaceae. They usually occur in pairs or tetrads, and divide along two planes of symmetry, as do the other lactic acid cocci genera Aerococcus and Tetragenococcus. They are purely homofermentative. Pediococcus dextrinicus has recently been reassigned to the genus Lactobacillus.[1]"
PENICILLIUM,"Penicillium is a genus of ascomycetous fungi of major importance in the natural environment as well as food and drug production.
Some members of the genus produce penicillin, a molecule that is used as an antibiotic, which kills or stops the growth of certain kinds of bacteria inside the body. Other species are used in cheesemaking. According to the Dictionary of the Fungi (10th edition, 2008), the widespread genus contains over 300 species"
PEPTOCOCCUS,"Peptococcus is a Gram-positive bacterium genus in the family Peptococcaceae.
Species in the genus are part of the human microbiome, especially in the bacteria that form the gut flora. They are part of the flora of the mouth, upper respiratory tract and large intestine.
Mezlocillin is an antibiotic that is effective against Peptococcus species.
Peptococcus magnus is a human pathogen.[1]"
PEPTONIPHILUS,Peptoniphilus is a genus of bacteria in the phylum Firmicutes (Bacteria).[1]
PEPTOSTREPTOCOCCUS,"Peptostreptococcus is a genus of anaerobic, Gram-positive, non-spore forming bacteria. The cells are small, spherical, and can occur in short chains, in pairs or individually.[1] Peptostreptococcus are slow-growing bacteria with increasing resistance to antimicrobial drugs.[2]
The most frequently identified species of Peptostreptococcus is P. magnus."
PHAEOSPHAERIA,Phaeosphaeria is a genus of fungi in the family Phaeosphaeriaceae.[1]
PHIALEMONIUM,Phialemonium is a genus of fungi in the family Cephalothecaceae of the Ascomycota. The genus was circumscribed by Walter Gams and Michael McGinnis in 1983. The genus is intermediate between Acremonium and Phialophora.[1]
PHIALOPHORA,"Phialophora is a form genus of fungus with short conidiophores, sometimes reduced to phialides; their conidia are unicellular. They may be parasites (including on humans), or saprophytic (including on apples).[3][4]
Genetic analysis of Phialophora shows that it is a paraphyletic grouping.[5]
The conidia are produced from a flask shaped phialide. Mature, spherical, to oval conidia are extruded from phialides and usually accumulate around it."
PHOMA,Phoma is a genus of common coelomycetous soil fungi. It contains many plant pathogenic species.
PICHIA,"Pichia (Hansenula and Hyphopichia are obsolete synonyms) is a genus of yeasts in the family Saccharomycetaceae with spherical, elliptical or oblong acuminate cells. Pichia is a teleomorph, and forms hat-shaped, hemispherical, or round ascospores during sexual reproduction. The anamorphs of some Pichia species are Candida species. The asexual reproduction is by multilateral budding.
Lactose is neither fermented nor assimilated by this species. The behavior with regard to other carbohydrates is dependent on the different species. Nitrate is always assimilated.
More than 100 species of this genus are known. Some of them interfere with the fermentation process for alcohol production. In winemaking, some species of Pichia can create potential faults in wines.[1] Most are found in decaying plants; some live in close symbiosis with insects, which live on decaying plants.
Some Pichia representatives can be found in raw milk and cheese, such as P. anomala (formerly named Hansenula anomala). P. anomala has been shown to combat the undesirable mold Aspergillus flavus, which contaminates food sources such as tree nuts and corn, and produces aflatoxins. Researchers of the Agricultural Research Service found that when pistachio trees were treated with P. anomala, the growth of A. flavus was inhibited up to 97%. In addition to inhibiting A. flavus, the yeast may also help protect other agricultural crops from unwanted molds that affect the cropes taste, texture, yield, and safety. [1] In smeared-surface ripened cheese, the most important species is P. membranifaciens that also occurs on cream cheese. The formation of a so-called pellicle is typical. Another member of the genus, P. pastoris, is widely used in molecular biology and biotechnology as an expression system. P. angusta furthermore called Hansenula polymorpha or H. polymorpha, is a model organism for studying the functions of peroxisomes and their underlying molecular biology.
Some Pichia species (e.g. P. ohmeri) have recently been clinically been proven to be pathogens, better known as so-called opportunistic pathogens [2] in immunocompromised humans."
PLASMODIUM,"Plasmodium, commonly known as the malaria parasite, is a large genus of parasitic protozoa. As with some other genera of clinically important microorganisms, the genus name also yields a common noun; thus species of the genus are known as plasmodia. Infection with plasmodia is known as malaria, a deadly disease widespread in the tropics.
The parasite always has two hosts in its life cycle: a mosquito vector and a vertebrate host. The life-cycle is very complex, involving a sequence of different stages both in the vector and the host. These stages include sporozoites which are injected by the mosquito vector into the host's blood; latent hypnozoites which may rest undetected in the liver for up to 30 years; merosomes and merozoites which infect the red cells (erythrocytes) of the blood; trophozoites which grow in the red cells, and schizonts which divide there, producing more merozoites which leave to infect more red cells; and male and female sexual forms, gametocytes, which are taken up by other mosquitoes. In the mosquito's midgut, the gametocytes develop into gametes which fertilize each other to form motile zygotes which escape the gut, only to grow into new sporozoites which move to the mosquito's salivary glands, from where they are injected into the mosquito's next host, infecting it and restarting the cycle.
The genus Plasmodium was first described in 1885. It now contains about 200 species divided into several subgenera; as of 2006 the taxonomy was shifting, and species from other genera are likely to be added to Plasmodium. At least ten species infect humans; other species infect other animals, including birds, reptiles and rodents, while 29 species infect non-human primates. The parasite is thought to have originated from Dinoflagellates, photosynthetic protozoa.
The most common forms of human malaria are caused by Plasmodium falciparum, P. vivax, P. knowlesi, and P. malariae. P. falciparum, common in sub-Saharan Africa, and P. knowlesi, common in Southeast Asia, are especially dangerous."
